"ID","CL","OP","HI","LO","VO","RSV","K","D","EMA","EMA.1","EMA.2","EMA.3","EMA.4","EMA.5","William_11","William_33","William_89","EMA.6","MTM","m_MTM","a_MTM"
"2012-07-08",516,7.02,6.8,7.1,6.74,42522300,88.5714285714285,76.552974949998,72.1808028030224,6.747669116167,6.59546948297003,6.28217670805373,0.313292774916297,0.320043199223919,-0.00675042430762229,90.9090909090909,96.1722488038277,96.9348659003831,6.63870658877729,0.6,0.0903790507949692,0.0369763425189644
"2012-07-09",517,7.2,7.02,7.25,6.96,49766800,94.1176470588236,82.4078656529398,75.5898237529949,6.89844607744467,6.68847417789771,6.35016361856827,0.338310559329446,0.323696671245025,0.0146138880844211,94.7916666666667,97.7678571428572,98.1884057971015,6.74075993627233,0.55,0.081593174241442,-0.00878587655352719
"2012-07-10",518,7.15,7.2,7.26,7.02,29764400,87.2093023255814,84.0083445438204,78.3959973499367,6.98229738496311,6.75947815052884,6.40941075793358,0.350067392595253,0.32897081551507,0.0210965770801829,87.2093023255814,95.1111111111111,96.028880866426,6.81516722058645,0.54,0.0792350330552172,-0.00235814118622485
"2012-07-11",519,7.76,7.15,7.9,7.1,47183400,90.6666666666666,86.2277852514358,81.0065933171031,7.24153158997541,6.91340458890901,6.50945440549406,0.403950183414957,0.343966689095048,0.0599834943199093,90.6666666666666,95.1557093425605,95.8944281524927,6.98695499866164,1.11,0.158867489516194,0.0796324564609771
"2012-07-12",520,7.67,7.76,7.82,7.42,49944100,84.6666666666666,85.7074123898461,82.5735330080174,7.38435439331694,7.02980388292301,6.59542074582783,0.434383137095182,0.362049978695075,0.0723331584001072,84.6666666666666,91.7857142857143,93.2551319648094,7.11114499890498,0.91,0.127968140171537,-0.0308993493446568
"2012-07-15",521,8.5,7.619999,8.650001,7.619999,83555000,93.1817758264656,88.1988668687192,84.448644294918,7.75623626221129,7.25598790093486,6.73650069058132,0.519487210353532,0.393537425026766,0.125949785326766,93.3332918518703,95.7626848128009,96.3942075975463,7.36366409001316,2.05,0.278394013488513,0.150425873316975
"2012-07-16",522,8.8,8.5,9.49,7.32,175781500,77.0764119601329,84.4913818991904,84.4628901630088,8.10415750814086,7.49352822386795,6.889352491279,0.60417573258895,0.435665086539203,0.168510646049747,77.6699029126214,83.9907192575406,86.2,7.62481607364713,2.29,0.300335113382563,0.0219410998940505
"2012-07-17",523,9.11,8.8,9.4,8.5,95521000,87.0748299319728,85.3525312434512,84.7594371898229,8.43943833876057,7.74221618942673,7.05384489933241,0.68837129009432,0.486206327250226,0.202164962844094,87.5,91.1832946635731,92.4,7.8948495148022,2.44,0.309062255768802,0.00872714238623895
"2012-07-18",524,8.87,9.11,9.23,8.820001,43870300,77.4545454545454,82.7198693138159,84.0795812311539,8.58295889250705,7.91572139105339,7.18837490678927,0.727346484264118,0.534434358653005,0.192912125611113,79.4019933554817,85.480093676815,87.6,8.07214960301998,2.22,0.275019679908985,-0.0340425758598166
"2012-07-19",525,8.52,8.87,8.87,7.6,126752300,61.6600790513834,75.6999392263384,81.2863672295487,8.5619725950047,8.00868733089133,7.28701380258266,0.72167352830867,0.571882192584138,0.149791335724532,67.0068027210884,76.3414634146341,80.6,8.15357694792544,1.5,0.183968338016563,-0.0910513418924228
"2012-07-22",526,8.45,8.41,9.200001,7.75,123857900,57.8947368421052,69.7648717649273,77.4458687413416,8.5246483966698,8.07658158767728,7.37316092831727,0.703420659360002,0.598189885939311,0.105230773420691,62.1818181818182,74.5098039215686,79.2,8.20747204830263,1.25,0.152300244538574,-0.0316680934779889
"2012-07-23",527,8.599999,8.45,8.85,8.34,35350600,62.7614644351465,67.4304026550004,74.1073800458945,8.54976526444653,8.15710734341923,7.464037822516,0.693069520903239,0.617165812932096,0.0759037079711429,64.8220948616601,78.0787931034483,82.19998,8.27884058497488,1.449999,0.175145177047083,0.0228449325085091
"2012-07-24",528,8.8,8.599999,8.9,8.37,55588300,68.2027649769585,67.6878567623198,71.9675389513696,8.63317684296436,8.25601390597012,7.56299798381111,0.693015922159015,0.63233583477748,0.0606800873815349,72.0647773279352,83.0049261083744,86.2,8.37359684225217,1.04,0.124199913083024,-0.0509452639640592
"2012-07-25",529,8.9,8.8,8.9,8.599999,28399300,72.8110599078341,69.3955911441579,71.1102230156324,8.72211789530957,8.35508868966703,7.66203517019547,0.693053519471557,0.644479371716296,0.0485741477552617,75.3138075313808,85.2130325814536,88.2,8.46930650729723,1.23,0.145230308873604,0.0210303957905803
"2012-07-26",530,8.9,8.9,8.95,8.81,23722300,72.8110599078341,70.5340807320499,70.9181755877715,8.78141193020638,8.43892119894902,7.75373626869951,0.685184930249513,0.652620483422939,0.0325644468265743,72.8110599078341,84.5953002610966,88.2,8.54761441506137,0.4,0.0467966827440389,-0.098433626129565
"2012-07-29",531,9.1,8.71,9.150001,8.7,45887300,83.3333333333333,74.8004982658111,72.212283147118,8.88760795347092,8.54062562987994,7.8534595080551,0.68716612182484,0.659529611103319,0.027636510721521,82.0276497695852,89.4021739130435,91.8410041841004,8.64804815777749,0.299999999999999,0.0346899085813021,-0.0121067741627368
"2012-07-30",532,9.35,9.1,9.44,9.08,64874600,95.1086956521739,81.5698973945987,75.3314878962782,9.04173863564728,8.66514476374456,7.96431435931028,0.700830404434287,0.667789769769513,0.0330406346647739,93.5483870967742,96.1218836565097,97.071129707113,8.77567576545431,0.24,0.0273483212477798,-0.00734158733352229
"2012-07-31",533,9.55,9.35,9.65,9.11,64752200,95.1219512195122,86.0872486695698,78.9167414873754,9.21115909043152,8.80127633855309,8.08177255491692,0.719503783636169,0.678132572542844,0.0413712110933248,95.1219512195122,97.2375690607735,97.9716024340771,8.91646198991716,0.680000000000001,0.0762634328244716,0.0489151115766918
"2012-08-01",534,10.53,9.55,11,9.41,128381700,85.5384615384615,85.9043196258671,81.245934200206,9.65077272695435,9.06723382492954,8.26312273603419,0.80411108889535,0.703328275813345,0.100782813082005,86.1764705882353,90.1673640167364,92.5039872408293,9.20983253720495,2.01,0.218245010631866,0.141981577807394
"2012-08-02",535,10.969999,10.53,11.12,10.3,66158800,94.6042805755396,88.8043066090912,83.7653916698344,10.0905148179696,9.35996692878653,8.46363208892055,0.896334839865988,0.741929588623874,0.154405251242114,95.7386079545455,96.9387551020408,97.6525665101722,9.52986280316768,2.519999,0.264431823631539,0.0461868129996729
"2012-08-05",536,10.86,10.87,11.19,10.64,56280100,88.2978723404255,88.6354951862027,85.3887595086238,10.3470098786464,9.59074124743476,8.64114082307458,0.949600424360181,0.783463755771135,0.166136668589046,90.406976744186,93.3601609657948,94.8916408668731,9.77170592986447,2.260001,0.231280087245866,-0.0331517363856731
"2012-08-06",537,11.1,10.86,11.1,10.65,45197800,96.5250978667576,91.2653627463876,87.3476272545451,10.5980065857643,9.82293490167557,8.82327853988387,0.999656361791695,0.826702276975247,0.172954084816448,96.8421052631579,98.1891348088531,98.6068111455108,10.0132139426164,2.3,0.229696480388896,-0.00158360685697037
"2012-08-07",538,11.06,11.1,11.150001,10.849999,34566600,94.7791164658635,92.4366139862129,89.043956165101,10.7520043905095,10.0132526091101,8.98896161100359,1.02429099810651,0.8662200212015,0.15807097690501,95.3900709219859,97.3843058350101,97.9876160990712,10.2035386803225,2.16,0.211691263949982,-0.0180052164389135
"2012-08-08",539,11.06,11.06,12,10.8,115380900,71.5151515151515,85.4627931625258,87.8502351642426,10.854669593673,10.174290669247,9.14237186204036,1.03191880720665,0.899359778402529,0.132559028804117,72.3529493079561,83.53765323993,87.07015130674,10.3592589202639,2.16,0.208509123734209,-0.00318214021577351
"2012-08-09",540,11.389999,11.06,11.599999,11.01,72560500,79.1095547945205,83.3450470398574,86.3485057894475,11.0331127291153,10.3613227201321,9.30886276114848,1.0524599589836,0.929979814518743,0.122480144464856,81.5151212121212,89.107125,91.6093397524072,10.5466662074886,2.289999,0.217130129554493,0.00862100582028494
"2012-08-12",541,12.04,11.62,12.049999,11.490001,63705900,99.6598978435026,88.7833306410725,87.1601140733225,11.3687418194102,10.6195807631887,9.51116922328563,1.10841153990305,0.965666159595605,0.142745380307447,99.7015222989619,99.8230265173498,99.8634016206833,10.8181814424907,2.69,0.248655470820119,0.031525341265626
"2012-08-13",542,12.190001,12.04,12.34,11.889999,53230200,94.8805802047782,90.8157471623077,88.3786584363176,11.6424948796068,10.8611838765443,9.70960120674595,1.15158266979832,1.00284946163615,0.14873320816217,95.3988036809816,97.4747643097643,98.0289224704336,11.0676031802196,2.640001,0.23853412134601,-0.0101213494741095
"2012-08-14",543,13.25,12.190001,13.25,12.16,72583400,100,93.8771647748718,90.2114938825023,12.1783299197379,11.2286940493836,9.97185296920921,1.2568410801744,1.0536477853438,0.203193294830601,100,100,100,11.4644026019979,2.72,0.237256147958899,-0.00127797338711086
"2012-08-15",544,13.5,13.25,13.839999,12.5,127771400,89.3750279296962,92.3764524931466,90.9331467527171,12.6188866131586,11.5781257340938,10.2331971937122,1.34492854038159,1.11190393635136,0.233024604030233,92.3250772742838,95.4301203535108,96.2389486989987,11.8345112198165,2.530001,0.213781621649368,-0.0234745263095313
"2012-08-16",545,11.58,13.5,15.4,10.599999,293058000,20.4166832465243,68.3898627442725,83.4187187499022,12.2725910754391,11.5784140826948,10.3329603645484,1.24545371814641,1.13861389271037,0.106839825436042,25.0980392156863,57.3184357541899,63.9622641509434,11.7882364525771,0.720000000000001,0.0610778383091049,-0.152703783340263
"2012-08-19",546,10.1,8,10.5,7.81,183505300,30.171277997365,55.6503344953033,74.1625906650359,11.5483940502927,11.3509657622802,10.3157040412485,1.03526172103171,1.11794345837464,-0.0826817373429278,30.171277997365,40.5829596412556,50,11.4812843702904,-1,-0.0870982694747688,-0.148176107783874
"2012-08-20",547,9.92,10.1,10.3,9.7,72274000,27.7997364953887,46.3668018286651,64.897327719579,11.0055960335285,11.1308171834679,10.2863926307856,0.844424552682222,1.06323967723615,-0.218815124553931,27.7997364953887,38.0790960451977,48.3018867924528,11.197414484783,-1.14,-0.101809216899958,-0.0147109474251888
"2012-08-21",548,9.809999,9.92,10.1,9.57,66554400,26.3504479578393,39.6946838717231,56.4964464369603,10.607063689019,10.9276143860113,10.2511042136904,0.67651017232086,0.985893776253094,-0.309383603932234,26.3504479578393,35.4503348729792,47.264141509434,10.9451571239134,-1.250001,-0.114205852492419,-0.0123966355924615
"2012-08-22",549,10.1,9.809999,10.25,9.71,56001200,30.171277997365,36.5202152469371,49.8377027069526,10.438042459346,10.8002890958557,10.2399113089726,0.560377786883089,0.900790578379093,-0.340412791496004,30.171277997365,37.2037914691943,50,10.7914921922928,-1.289999,-0.119538519512743,-0.00533266702032371
"2012-08-23",550,10.599999,10.1,10.62,9.85,94518200,36.7588801054019,36.5997701997587,45.4250585378879,10.4920279728973,10.7694752349548,10.2665844712709,0.502890763683888,0.821210615440053,-0.318319851756164,36.7588801054019,42.7207517899761,54.7169716981132,10.7566752482395,-1.440001,-0.133870454091814,-0.0143319345790709
"2012-08-26",551,10.95,10.61,12.15,10.54,195767300,41.3702239789196,38.189921459479,43.0133461784183,10.6446853152649,10.797248275731,10.3172078437694,0.480040431961619,0.752976578744366,-0.272936146782747,41.3702239789196,46.3855421686747,58.0188679245283,10.7918252031051,-1.240001,-0.114901879585969,0.018968574505845
"2012-08-27",552,10.94,10.95,11.209999,10.5,59816800,41.2384716732543,39.2061048640707,41.7442657403024,10.7431235435099,10.8192100794647,10.3633405960828,0.455869483381933,0.693555159671879,-0.237685676289946,41.2384716732543,44.8019801980198,57.9245283018868,10.8187660752678,-2.31,-0.213517880313613,-0.098616000727644
"2012-08-28",553,10.92,10.94,11.13,10.549999,58168700,40.9749670619236,39.7957255966884,41.0947523590977,10.8020823623399,10.8347162210855,10.4045746260025,0.430141595082954,0.640872446754094,-0.21073085167114,40.9749670619236,44.5544554455445,57.7358490566038,10.8371722434009,-2.58,-0.238069483630385,-0.0245516033167726
"2012-08-29",554,10.78,10.92,10.929999,10.599999,33220800,68.4331797235023,49.3415436389597,43.8436827857184,10.7947215748933,10.8262983409185,10.4323839129653,0.393914427953177,0.591480842993911,-0.197566415040734,39.1304347826087,42.8217821782178,56.4150943396226,10.8267772900553,-0.800000000000001,-0.0738908706226759,0.164178613007709
"2012-08-30",555,10.16,10.78,10.83,9.66,69045200,22.8682170542636,40.517101444061,42.7348223384992,10.5831477165955,10.7237909038541,10.4122073268197,0.311583577034375,0.535501389802004,-0.223917812767629,30.9617918313571,32.8205128205128,50.5660377358491,10.7055450554998,0.0600000000000005,0.0056045721809537,0.0794954428036296
"2012-09-02",556,10.53,10.2,10.59,10.09,23726400,37.2093023255814,39.4145017379011,41.6280488049665,10.5654318110637,10.6939769186458,10.4209327100183,0.273044208627512,0.483009953567106,-0.209965744939593,62.6728110599078,37.5641025641026,54.0566037735849,10.6736277726816,0.609999999999999,0.057150203566331,0.0515456313853773
"2012-09-03",557,10.38,10.53,10.53,10.150001,35940400,28.9156626506024,35.9148887088015,39.7236621062449,10.5036212073758,10.6456727773157,10.4179006574243,0.227772119891339,0.431962386831952,-0.204190266940613,31.3953488372093,35.6410256410256,52.6415094339623,10.6202409049213,0.570001000000001,0.053671193064544,-0.00347901050178691
"2012-09-04",558,11,10.38,11.17,10.26,65337400,53.8152610441767,41.8816794872599,40.4430012332499,10.6690808049172,10.7001846577286,10.4610191272448,0.239165530483893,0.39340301556234,-0.154237485078447,55.4263565891473,42.4836601307189,58.4905660377359,10.6892880131175,0.9,0.0841964402957013,0.0305252472311573
"2012-09-05",559,11.179999,11,11.29,10.64,73328800,61.0441365461847,48.2691651735682,43.0517225466893,10.8393868699448,10.7740022488473,10.514276895597,0.259725353250323,0.366667483099937,-0.106942129849614,61.0441365461847,44.4005138339921,60.1886698113208,10.7785081925506,0.58,0.0538107862088796,-0.0303856540868218
"2012-09-06",560,11,11.179999,11.209999,10.95,39446300,82.2085889570553,59.5823064347305,48.5619171760364,10.8929245799632,10.80877113364,10.550256384812,0.258514748828006,0.345036936245551,-0.086522187417545,53.8152610441767,42.0289855072464,58.4905660377359,10.8187794302687,0.0500000000000007,0.00462159343595739,-0.0491891927729222
"2012-09-09",561,11.17,11.02,11.19,10.87,46706700,92.638036809816,70.6008832264257,55.9082391928328,10.9852830533088,10.8643448053877,10.5961633192704,0.268181486117323,0.329665846219905,-0.0614843601025825,60.6425702811245,44.2687747035573,60.0943396226415,10.8826377156744,0.23,0.0211345820755136,0.0165129886395562
"2012-09-10",562,11.33,11.17,11.35,10.88,72170800,98.8165680473373,80.0061115000629,63.9408632952428,11.1001887022059,10.9359840660973,10.650521591917,0.285462474180266,0.320825171811977,-0.0353626976317116,98.8165680473373,46.3768115942029,61.6037735849057,10.9639763128245,0.41,0.0373951920637064,0.0162606099881928
"2012-09-11",563,11.36,11.33,11.389999,10.78,65700400,98.265952754886,86.0927252516706,71.3248172807187,11.1867924681372,11.0012172866977,10.7030755480713,0.298141738626386,0.316288485174859,-0.0181467465484729,98.265952754886,46.7720685111989,61.8867924528302,11.0359806195837,0.58,0.0525553659428118,0.0151601738791054
"2012-09-12",564,11.4,11.36,11.4,11.22,23340100,100,90.7284835011137,77.7927060208504,11.2578616454248,11.0625684733596,10.7546995815475,0.307868891812078,0.314604566502303,-0.00673567469022512,100,47.2990777338604,61.9047619047619,11.1021659614776,1.24,0.111689917472191,0.0591345515293794
"2012-09-13",565,11.67,11.4,11.8,11.32,50076800,92.1212073461862,91.1927247828045,82.2593789415018,11.3952410969499,11.1560194774581,10.822499612544,0.33351986491412,0.318387626184666,0.0151322387294537,93.9252336448598,50.8563899868248,64.3062200956938,11.2054085139362,1.14,0.101736585380371,-0.00995333209182069
"2012-09-16",566,11.889999,11.870001,11.96,11.77,31666200,95.882294117647,92.7559145610853,85.7582241480296,11.5601603979666,11.268939404003,10.9015736412445,0.367365762758579,0.328183253499449,0.0391825092591306,96.2566310160427,53.7549275362319,66.2499903846154,11.3298795114023,1.509999,0.133275821554884,0.0315392361745138
"2012-09-17",567,12.25,11.889999,12.35,11.84,49403000,94.1520467836257,93.2212919685988,88.2459134215527,11.7901069319777,11.4198718033872,11.0014570752263,0.418414728160837,0.346229548431726,0.0721851797291104,95.4545433884288,58.498023715415,69.6823869104909,11.4971741456928,1.25,0.108722368136721,-0.0245534534181639
"2012-09-18",568,12.57,12.25,12.690001,12.15,51959300,93.7172284202993,93.3866041191656,89.9594769874237,12.0500712879852,11.5968146028661,11.1176454400244,0.479169162841684,0.372817471313718,0.106351691527966,95.061689275025,62.7140974967062,72.762271414822,11.6922333919305,1.390001,0.118882419928371,0.0101600517916503
"2012-09-19",569,12.280001,12.57,12.660001,12.25,40646700,78.5340426523337,88.4357502968883,89.4515680905785,12.1267145253234,11.7019202024251,11.2037458518744,0.498174350550702,0.397888847161115,0.100285503389587,80.0000097560928,58.8932938076416,69.971135707411,11.7991002297613,1.280001,0.108482933026656,-0.0103994869017146
"2012-09-20",570,12.37,12.280001,12.5,12.009999,43967400,83.2460297141205,86.7058434359657,88.5363265390409,12.207809683549,11.8047017097444,11.2901350480319,0.514566661712461,0.421224410071384,0.0933422516410771,83.2460297141205,60.0790513833992,70.837343599615,11.9029001879865,1.2,0.100815765993833,-0.00766716703282333
"2012-09-23",571,12.1,12.190001,12.3,11.95,33088500,69.1099114607793,80.8405327775702,85.971061951884,12.171873122366,11.8501322159375,11.350125044474,0.500007171463558,0.436980962349819,0.0630262091137392,69.1099114607793,56.5217391304348,68.2386910490856,11.9387365174435,0.77,0.0644959371433454,-0.0363198288504875
"2012-09-24",572,12.2,12.1,12.23,12.009999,25717400,66.6666213152235,76.1158956234547,82.6860065090742,12.181248748244,11.9039580288702,11.4130787448833,0.49087928398691,0.447760626677237,0.0431186573096729,74.3455108138686,57.8392621870883,69.2011549566891,11.9862389688174,0.84,0.070080364840488,0.00558442769714261
"2012-09-25",573,12.27,12.2,12.46,12.02,28741600,69.3430150780911,73.8582687750001,79.7434272643829,12.2108324988293,11.9602721782748,11.4765543934105,0.48371778486433,0.454952058314656,0.0287657265496746,78.0104303610312,58.7615283267457,69.8748796920115,12.0378318835779,0.869999999999999,0.0722721507007304,0.00219178586024243
"2012-09-26",574,12.31,12.27,12.400001,12.21,23805100,58.6955883743605,68.8040419747869,76.0969655011842,12.2438883325529,12.0140764585402,11.5382911050097,0.475785353530521,0.459118717357829,0.0166666361726918,74.1496094220344,59.2885375494071,70.2598652550529,12.0873169956546,0.640000000000001,0.0529480611975411,-0.0193240895031893
"2012-09-27",575,12.39,12.31,12.450001,12.12,32943600,64.7058062284633,67.437963392679,73.2106314650158,12.2925922217019,12.071910849534,11.6013806527868,0.470530196747275,0.461401013235718,0.00912918351155662,78.1021327721659,60.3425559947299,71.0298363811357,12.142350269172,0.500001000000001,0.0411782718267851,-0.011769789370756
"2012-09-30",576,12.400001,12.400001,12.48,12.32,30761800,60.810863769103,65.2289301848203,70.5500643716173,12.3283951478013,12.122386257298,11.6605377155433,0.461848541754733,0.461490518939521,0.0003580228152123,68.4782951322878,60.4743214756258,70.8737961165048,12.1891958565953,0.150001,0.0123060620048072,-0.028872209821978
"2012-10-01",577,12.84,12.400001,12.88,12.34,64202700,95.6989247311827,75.3855950336078,72.1619079256141,12.4989300985342,12.2327883715599,11.7479052921697,0.484883079390155,0.466169031029648,0.0187140483605071,96.1538461538461,66.2714097496706,75.1214771622935,12.3075238826688,0.27,0.0219378002085543,0.00963173820374715
"2012-10-02",578,12.889999,12.84,12.99,12.68,42299500,90.3845192307692,80.3852364326616,74.9030174279633,12.6292863990228,12.3338976990122,11.8325048260831,0.501392872929127,0.473213799409544,0.0281790735195835,90.3845192307692,98.0694787644787,75.4403033268102,12.4134284494563,0.609997999999999,0.0491401712656358,0.0272023710570815
"2012-10-03",579,12.85,12.889999,13.09,12.599999,48881100,78.9473684210526,79.9059470954586,76.5706606504617,12.7028575993485,12.4132980530103,11.9078748389658,0.505423214044516,0.479655682336538,0.0257675317079777,78.9473684210526,93.1818181818182,75.0489236790607,12.4928050950097,0.48,0.038422115477631,-0.0107180557880047
"2012-10-04",580,12.690001,12.85,12.97,12.51,39842700,62.9630898489909,74.2583280133027,75.799883104742,12.6985720662324,12.4558677371626,11.9658101101535,0.490057627009056,0.481736071271042,0.00832155573801457,64.9123684210527,88.6363920454546,73.379184675835,12.528658895917,0.590001000000001,0.0470921113665467,0.00866999588891566
"2012-10-07",581,11.78,11.8,11.95,10.62,110232900,46.9635627530364,65.1600729265473,72.2532797120105,12.3923813774882,12.3518880852914,11.9520463982903,0.399841687001114,0.465357194417056,-0.0655155074159423,46.9635627530364,61.8075801749271,63.8361638361638,12.3925390966594,-0.42,-0.0338913596902202,-0.0809834710567669
"2012-10-08",582,11.9,11.78,12.35,11.57,55969400,51.8218623481782,60.7140027337576,68.4068540525928,12.2282542516588,12.2823668414004,11.9481911095281,0.334175731872373,0.43912090190812,-0.104945170035747,51.8218623481782,65.3061224489796,64.964964964965,12.3029865336304,-0.369999999999999,-0.0300739986172136,0.00381736107300654
"2012-10-09",583,12.12,11.9,12.190001,11.77,33335100,60.7287449392712,60.7189168022621,65.8442083024826,12.1921695011059,12.2573873273388,11.9609176940075,0.296469633331364,0.410590648192769,-0.114121014861404,60.7287449392712,71.7201166180758,67.1013039117352,12.2697162547885,-0.190000000000001,-0.0154852806743473,0.0145887179428664
"2012-10-10",584,12.030001,12.12,12.15,11.860001,23848300,57.085060728745,59.5076314444231,63.7320160164627,12.1381133340706,12.2224048154405,11.9660349759328,0.256369839507709,0.379746486455757,-0.123376646948048,57.085060728745,69.0962390670554,66.1986058174524,12.2261316630088,-0.359999,-0.0294450452459307,-0.0139597645715835
"2012-10-11",585,12,12.030001,12.15,11.919999,25952200,55.8704453441296,58.2952360776586,61.9197560368613,12.0920755560471,12.1881886899882,11.9685509036415,0.219637786346638,0.347724746433933,-0.128086960087295,55.8704453441296,68.2215743440233,65.6565656565656,12.185016815189,-0.400001,-0.0328272833814547,-0.00338223813552392
"2012-10-14",586,11.84,11.74,11.99,11.43,31763300,49.3927125506073,55.3277282353081,59.7224134363436,12.008050370698,12.1346211992207,11.9590286144829,0.175592584737862,0.313298314094719,-0.137705729356857,49.3927125506073,63.5568513119534,63.4496919917864,12.1222864851546,-1,-0.0824926882584926,-0.049665404877038
"2012-10-15",587,11.849999,11.84,11.99,11.5,48572000,49.7975303643725,53.4843289449963,57.6430519392278,11.9553665804654,12.0908331685714,11.9509523467434,0.13988082182799,0.278614815641373,-0.138733993813383,49.7975303643725,63.8483673469388,62.9822627737226,12.072779669672,-1.04,-0.0861442044380701,-0.00365151617957747
"2012-10-16",588,11.809999,11.849999,11.96,11.7,27977400,50.6382553191489,52.5356377363805,55.9405805382787,11.9069107203102,12.0476279118681,11.9405113580957,0.107116553772359,0.24431516326757,-0.137198609495211,48.1780971659919,57.3333,62.2899054621849,12.0250013660953,-1.040001,-0.0864865598212991,-0.000342355383228979
"2012-10-17",589,11.94,11.809999,11.96,11.75,25985500,76.3005780346821,60.457284502481,57.4461485263461,11.9179404802068,12.0310697715807,11.9404734797183,0.0905962918624201,0.21357138898654,-0.12297509712412,53.4412955465587,60.8843404368505,63.0736392742796,12.0095465722598,-0.750001000000001,-0.062450401061135,0.024036158760164
"2012-10-18",590,11.74,11.94,11.969999,11.62,27264000,33.6956521739131,51.5367403929584,55.4763458152169,11.8586269868046,11.9862898067221,11.9256235923317,0.0606662143903893,0.18299035406731,-0.122324139676921,47.6595744680851,52.2968197879859,60.1307189542484,11.9605381045762,-0.0399999999999991,-0.00334433113713295,0.0591060699240021
"2012-10-21",591,11.71,11.63,11.809999,11.469999,44014000,36.8420567867675,46.6385125242281,52.5304013848873,11.8090846578697,11.943783682611,11.9096514743812,0.0341322082297904,0.153218724899806,-0.119086516670016,63.0057803468209,44.1295546558705,59.8039215686275,11.9149857219259,-0.19,-0.0159463053027719,-0.012601974165639
"2012-10-22",592,11.65,11.71,12,11.410001,63730600,32.4323411247854,41.9031220577472,48.9879749425072,11.7560564385798,11.8985861929786,11.8904180318345,0.00816816114408425,0.124208612148662,-0.116040451004578,25.5318356721657,41.7004048582996,59.1503267973856,11.8668064997576,-0.469999999999999,-0.03960627486507,-0.0236599695622981
"2012-10-23",593,11.65,11.65,11.79,11.59,25413200,32.4323411247854,38.7461950800932,45.5740483217026,11.7207042923865,11.8603421632896,11.8726092887356,-0.0122671254460744,0.0969134646297145,-0.109180590075789,30.7691025641027,41.7004048582996,59.1503267973856,11.8273871361653,-0.380001,-0.0321289051947956,0.00747736967027444
"2012-10-24",594,10.86,11.65,11.7,10.52,93419000,22.972972972973,33.4884543777198,41.5455170070416,11.433802861591,11.7064433689373,11.7976011932737,-0.0911578243364151,0.0592992068364886,-0.150457031172904,20.8588957055214,13.2295719844358,50.5446623093682,11.6514985659534,-1.14,-0.0978414916799774,-0.0657125864851818
"2012-10-25",595,10.17,10.86,10.95,9.74,102061600,19.0265486725664,28.6678191426687,37.2529510522507,11.0125352410607,11.4700674660239,11.6770381419201,-0.206970675896239,0.00604523028994319,-0.213015906186182,17.8423236514523,12.8358208955224,42.5905598243688,11.3821351903255,-1.67,-0.146721153111891,-0.0488796614319141
"2012-10-29",596,10.599999,10.7,10.94,10.32,40017300,38.0530530973451,31.7962304608942,35.4340441884652,10.8750231607071,11.3362107789433,11.5972574647409,-0.261046685797568,-0.0473731529275591,-0.213673532870009,38.0530530973451,25.6716119402985,46.6666555555556,11.2399286102663,-1.25,-0.111210670756242,0.035510482355649
"2012-10-30",597,10.89,10.599999,10.89,10.58,27984300,50.8849557522124,38.1591388913336,36.3424090894213,10.8800154404714,11.2675629667982,11.5448680229082,-0.277305056110034,-0.0933595335640541,-0.18394552254598,50.8849557522124,34.3283582089552,49.8888888888889,11.1763052265816,-0.919998999999999,-0.082316917921308,0.0288937528349345
"2012-10-31",598,11.2,10.89,11.209999,10.71,44835900,64.6017699115044,46.9733492313905,39.886055803411,10.9866769603143,11.2571686642138,11.5193222434335,-0.262153579219685,-0.12711834269518,-0.135035236524505,64.6017699115044,43.5820895522388,53.3333333333333,11.1806133672031,-0.74,-0.0661859931737463,0.0161309247475617
"2012-11-01",599,10.57,11.2,11.28,10.4,55032700,36.7256637168142,43.5574540598651,41.109855222229,10.8477846402095,11.1514504081809,11.4490020772533,-0.297551669072321,-0.161205007970609,-0.136346661101713,36.7256637168142,24.7761194029851,46.3333333333333,11.0695927549843,-1.17,-0.105694945233932,-0.0395089520601856
"2012-11-02",600,10.47,10.57,10.8,10.33,25895700,32.3008849557522,39.8052643584941,40.6749916009841,10.7218564268063,11.0466118838454,11.3764834048641,-0.32987152101872,-0.194938310580231,-0.134933210438489,32.3008849557522,21.7910447761194,45.2222222222222,10.9605758904417,-1.24,-0.113132741599951,-0.00743779636601929
"2012-11-05",601,10.75,10.8,10.88,10.61,23365000,49.2682926829268,42.959607133305,41.4365301117577,10.7312376178709,11.0009792863307,11.330077226726,-0.329097940395314,-0.221770236543248,-0.107327703852067,44.6902654867257,30.1492537313433,48.0446927374302,10.9222893649069,-0.9,-0.082400307291957,0.0307324343079942
"2012-11-06",602,10.9,10.75,10.9,10.67,29151500,59.1836734693878,48.3676292453326,43.746896489616,10.7874917452473,10.9854440115106,11.298219654376,-0.312775642865351,-0.239971317807668,-0.0728043250576823,51.3274336283186,34.6268656716418,49.5515695067265,10.9182367531056,-0.75,-0.0686924104101944,0.0137078968817626
"2012-11-07",603,10.92,10.9,11.22,10.8,34847400,76.6233766233766,57.7862117046806,48.4266682279709,10.8316611634982,10.9753757020474,11.2702033836815,-0.294827681634006,-0.250942590572936,-0.0438850910610701,57.5609756097561,35.2238805970149,49.3785310734463,10.9185573434501,0.0600000000000005,0.0054952314772605,0.0741876418874549
